x,y,Date,Hour,is_anomalous,alert_threshold,anomaly_type
2025-04-02 12:00:00,46,2025-04-02,12,False,63.325147987723,Normal Usage
2025-04-02 13:00:00,53,2025-04-02,13,False,62.57862142527722,Normal Usage
2025-04-02 14:00:00,53,2025-04-02,14,False,64.97666925335606,Normal Usage
2025-04-02 15:00:00,693,2025-04-02,15,True,906.0594083411596,Normal Usage
2025-04-02 16:00:00,52,2025-04-02,16,False,64.06093215483007,Normal Usage
2025-04-02 17:00:00,51,2025-04-02,17,False,1445.9603604752615,Normal Usage
2025-04-02 18:00:00,288,2025-04-02,18,True,2198.9645210180206,Normal Usage
2025-04-02 19:00:00,1270,2025-04-02,19,True,711.8597191126896,Potential Theft
2025-04-02 20:00:00,46,2025-04-02,20,False,52.05023359070943,Normal Usage
2025-04-02 21:00:00,32,2025-04-02,21,False,38.52693265823364,Normal Usage
2025-04-02 22:00:00,29,2025-04-02,22,False,36.174392184011566,Normal Usage
2025-04-02 23:00:00,30,2025-04-02,23,False,35.44222166638872,Normal Usage
2025-04-03 00:00:00,28,2025-04-03,0,False,35.8825705472861,Normal Usage
2025-04-03 01:00:00,29,2025-04-03,1,False,36.70538971576728,Normal Usage
2025-04-03 02:00:00,29,2025-04-03,2,False,39.17137165600636,Normal Usage
2025-04-03 03:00:00,30,2025-04-03,3,False,38.88948975429437,Normal Usage
2025-04-03 04:00:00,28,2025-04-03,4,False,37.09715762238964,Normal Usage
2025-04-03 05:00:00,29,2025-04-03,5,False,37.569636012478384,Normal Usage
2025-04-03 06:00:00,30,2025-04-03,6,False,36.35081562625261,Normal Usage
2025-04-03 07:00:00,40,2025-04-03,7,False,46.56145826550766,Normal Usage
2025-04-03 08:00:00,49,2025-04-03,8,False,62.19506956657839,Normal Usage
2025-04-03 09:00:00,53,2025-04-03,9,False,61.0797077821444,Normal Usage
2025-04-03 10:00:00,52,2025-04-03,10,False,63.61833179398707,Normal Usage
2025-04-03 11:00:00,54,2025-04-03,11,False,64.46536275911781,Normal Usage
2025-04-03 12:00:00,56,2025-04-03,12,False,63.325147987723,Normal Usage
2025-04-03 13:00:00,50,2025-04-03,13,False,62.57862142527722,Normal Usage
2025-04-03 14:00:00,53,2025-04-03,14,False,64.97666925335606,Normal Usage
2025-04-03 15:00:00,272,2025-04-03,15,True,906.0594083411596,Normal Usage
2025-04-03 16:00:00,51,2025-04-03,16,False,64.06093215483007,Normal Usage
2025-04-03 17:00:00,2019,2025-04-03,17,True,1445.9603604752615,Possible Leak
2025-04-03 18:00:00,52,2025-04-03,18,False,2198.9645210180206,Normal Usage
2025-04-03 19:00:00,50,2025-04-03,19,False,711.8597191126896,Normal Usage
2025-04-03 20:00:00,44,2025-04-03,20,False,52.05023359070943,Normal Usage
2025-04-03 21:00:00,33,2025-04-03,21,False,38.52693265823364,Normal Usage
2025-04-03 22:00:00,30,2025-04-03,22,False,36.174392184011566,Normal Usage
2025-04-03 23:00:00,29,2025-04-03,23,False,35.44222166638872,Normal Usage
2025-04-04 00:00:00,29,2025-04-04,0,False,35.8825705472861,Normal Usage
2025-04-04 01:00:00,28,2025-04-04,1,False,36.70538971576728,Normal Usage
2025-04-04 02:00:00,29,2025-04-04,2,False,39.17137165600636,Normal Usage
2025-04-04 03:00:00,30,2025-04-04,3,False,38.88948975429437,Normal Usage
2025-04-04 04:00:00,30,2025-04-04,4,False,37.09715762238964,Normal Usage
2025-04-04 05:00:00,28,2025-04-04,5,False,37.569636012478384,Normal Usage
2025-04-04 06:00:00,32,2025-04-04,6,False,36.35081562625261,Normal Usage
2025-04-04 07:00:00,39,2025-04-04,7,False,46.56145826550766,Normal Usage
2025-04-04 08:00:00,49,2025-04-04,8,False,62.19506956657839,Normal Usage
2025-04-04 09:00:00,49,2025-04-04,9,False,61.0797077821444,Normal Usage
2025-04-04 10:00:00,55,2025-04-04,10,False,63.61833179398707,Normal Usage
2025-04-04 11:00:00,54,2025-04-04,11,False,64.46536275911781,Normal Usage
2025-04-04 12:00:00,57,2025-04-04,12,False,63.325147987723,Normal Usage
2025-04-04 13:00:00,53,2025-04-04,13,False,62.57862142527722,Normal Usage
2025-04-04 14:00:00,52,2025-04-04,14,False,64.97666925335606,Normal Usage
2025-04-04 15:00:00,49,2025-04-04,15,False,906.0594083411596,Normal Usage
2025-04-04 16:00:00,48,2025-04-04,16,False,64.06093215483007,Normal Usage
2025-04-04 17:00:00,47,2025-04-04,17,False,1445.9603604752615,Normal Usage
2025-04-04 18:00:00,48,2025-04-04,18,False,2198.9645210180206,Normal Usage
2025-04-04 19:00:00,46,2025-04-04,19,False,711.8597191126896,Normal Usage
2025-04-04 20:00:00,43,2025-04-04,20,False,52.05023359070943,Normal Usage
2025-04-04 21:00:00,32,2025-04-04,21,False,38.52693265823364,Normal Usage
2025-04-04 22:00:00,29,2025-04-04,22,False,36.174392184011566,Normal Usage
